"","vimp.df.order..vimp.df...."
"Reallocated_Sector_Count_var",19.3928410314051
"smart_192_raw_var",9.9381037560031
"smart_194_raw_var",9.46214204929503
"smart_193_raw_p2p",9.24513241304215
"smart_192_raw_p2p",7.84765251910826
"smart_1_raw_skew",6.96602503866441
"smart_8_raw_var",6.67250786446334
"smart_2_raw_p2p",5.94171300915039
"smart_194_raw_p2p",5.56792314279562
"Reallocation_Event_Count_norm_var",2.19869146724634
"Reallocated_Sector_Count_norm_var",1.95651803540704
"smart_194_raw_skew",1.83362910432289
"smart_1_raw_kurt",1.64654376793395
"smart_193_raw_kurt",1.43645168367944
"Reallocated_Sector_Count_norm_p2p",1.36486338943153
"Reallocation_Event_Count_norm_p2p",1.29082396134155
"smart_194_raw_kurt",1.15007149429779
"smart_192_raw_kurt",0.732000561668454
"Current_Pending_Sector_Count_kurt",0.718549502035092
"smart_1_raw",0.708221012191834
"Reallocated_Sector_Count_kurt",0.652765908734561
"smart_8_raw_skew",0.585059041309387
"Reallocation_Event_Count_norm_kurt",0.511953849618684
"smart_192_raw_skew",0.48411094945804
"Days_In_Service_var",0.359347012436261
"smart_2_raw_kurt",0.338097444948853
"Current_Pending_Sector_Count_skew",0.193639650264686
"smart_1_raw_min",0.172961290582276
"Current_Pending_Sector_Count_p2p",0.171166649835789
"smart_2_raw_skew",0.1698124999954
"Reallocated_Sector_Count_p2p",0.158876046801429
"Reallocated_Sector_Count_skew",0.14747991727616
"smart_193_raw_skew",0.147292231677761
"Reallocation_Event_Count_norm_skew",0.14282191062945
"Days_In_Service_norm_p2p",0.141387169252233
"smart_3_raw_kurt",0.14082280555165
"Reallocation_Event_Count_p2p",0.139574727993001
"smart_8_raw_p2p",0.133189111904155
"Reallocated_Sector_Count_norm_skew",0.131436911407424
"Reallocated_Sector_Count_norm_kurt",0.11467292871029
"Reallocation_Event_Count_kurt",0.089128384418262
"smart_8_raw_kurt",0.0621239097097668
"Reallocation_Event_Count_skew",0.0553214430738123
"smart_4_raw_skew",0.049662081276789
"Days_In_Service_norm_skew",0.0402225911203192
"smart_3_raw_p2p",0.0249251564843647
"smart_4_raw_p2p",0.0214741784125664
"smart_4_raw_kurt",0.0189351893726943
"smart_12_raw_kurt",0.0150070068355145
"smart_3_raw_skew",0.00827148846959993
"Days_In_Service_norm_kurt",0.00544606265643317
"Days_In_Service_skew",0.00373399481241279
"Days_In_Service_p2p",5.28043169250481e-05
"Current_Pending_Sector_Count_norm",-1.06581410364015e-15
"Current_Pending_Sector_Count_norm_mean",-1.06581410364015e-15
"Current_Pending_Sector_Count_norm_skew",-1.4210854715202e-15
"Current_Pending_Sector_Count_norm_var",-1.4210854715202e-15
"Current_Pending_Sector_Count_norm_min",-1.77635683940025e-15
"Current_Pending_Sector_Count_norm_kurt",-2.1316282072803e-15
"Current_Pending_Sector_Count_norm_rms",-2.48689957516035e-15
"Current_Pending_Sector_Count_norm_p2p",-2.48689957516035e-15
"smart_12_raw_p2p",-0.0106426857156023
"smart_12_raw_skew",-0.0265420518108485
